catv,grav,secu,Num_Acc,senc,occutc,obs,obsm,choc,manv,place,catu,sexe,trajet,locp,actp,etatp,an_nais,count
7,3,41.0,8273800723057,49.0,0,30.0,97.0,109.0,287.0,23.0,80,45,144.0,77.0,126.0,30.0,80969.0,41
7,3,42.0,6457600474142,31.0,0,14.0,102.0,86.0,166.0,17.0,65,40,144.0,39.0,36.0,23.0,63069.0,32
7,3,43.0,3632400477171,11.0,0,0.0,47.0,51.0,98.0,14.0,26,21,74.0,13.0,14.0,4.0,35605.0,18
7,3,91.0,24619602032240,146.0,0,257.0,223.0,331.0,761.0,238.0,186,164,416.0,32.0,51.0,16.0,242227.0,122
7,3,92.0,17960201977621,94.0,0,70.0,221.0,243.0,704.0,84.0,152,118,347.0,70.0,79.0,31.0,175599.0,89
7,3,93.0,42781607138005,268.0,0,249.0,418.0,586.0,1855.0,264.0,307,282,616.0,106.0,121.0,50.0,419583.0,212
7,4,1.0,2018000428082,8.0,0,1.0,10.0,26.0,84.0,0.0,30,13,5.0,33.0,27.0,9.0,19798.0,10
7,4,2.0,122492608868492,486.0,0,587.0,796.0,1458.0,3137.0,313.0,1589,911,2336.0,1251.0,1574.0,650.0,1201504.0,607
7,4,3.0,688541701800366,3400.0,0,2209.0,4268.0,8310.0,20038.0,1896.0,8397,4976,11206.0,6431.0,7424.0,2904.0,6762345.0,3412
7,4,11.0,8461475231225731,50879.0,0,44631.0,72559.0,124385.0,239493.0,67452.0,54953,63059,146643.0,0.0,0.0,0.0,83025070.0,41930
7,4,12.0,93635214692502,528.0,0,1004.0,629.0,1360.0,3083.0,1151.0,686,648,1578.0,0.0,0.0,0.0,921183.0,464
7,4,13.0,556766279143398,3290.0,0,4640.0,4525.0,8252.0,19589.0,4784.0,3669,3975,8791.0,0.0,0.0,0.0,5468831.0,2759
7,4,21.0,1865843119099601,10585.0,0,1091.0,18977.0,34100.0,88783.0,10212.0,10113,10639,28674.0,0.0,0.0,0.0,18338957.0,9246
7,4,22.0,58522009926679,322.0,0,20.0,800.0,917.0,2686.0,311.0,303,372,963.0,0.0,0.0,0.0,575480.0,290
7,4,23.0,135811425118180,683.0,0,86.0,1535.0,2079.0,6484.0,713.0,710,823,1951.0,0.0,0.0,0.0,1335901.0,673
7,4,31.0,172740827846423,1064.0,0,974.0,1519.0,2642.0,4911.0,3456.0,1712,1267,3617.0,0.0,0.0,0.0,1723989.0,856
7,4,32.0,1009000117424,7.0,0,0.0,10.0,15.0,19.0,13.0,9,6,27.0,0.0,0.0,0.0,10055.0,5
7,4,33.0,5045000817251,36.0,0,3.0,50.0,87.0,129.0,78.0,50,29,92.0,0.0,0.0,0.0,50341.0,25
7,4,41.0,9081000702983,47.0,0,20.0,88.0,120.0,310.0,28.0,93,53,165.0,53.0,134.0,43.0,89198.0,45
7,4,42.0,6659400829600,33.0,0,3.0,63.0,63.0,186.0,21.0,57,39,110.0,35.0,32.0,20.0,65535.0,33
7,4,43.0,10291801357690,34.0,0,7.0,102.0,116.0,310.0,33.0,97,75,131.0,52.0,54.0,32.0,100771.0,51
7,4,91.0,34709604234501,167.0,0,144.0,343.0,452.0,1143.0,277.0,290,233,571.0,77.0,138.0,45.0,342017.0,172
7,4,92.0,20987203242837,115.0,0,90.0,261.0,292.0,942.0,113.0,156,143,350.0,56.0,57.0,25.0,205966.0,104
7,4,93.0,105137818259425,581.0,0,447.0,1164.0,1489.0,4124.0,727.0,720,716,1599.0,133.0,134.0,62.0,1033460.0,521
10,1,1.0,201800045302,1.0,0,0.0,2.0,1.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,1985.0,1
10,1,2.0,3027000187656,17.0,0,92.0,9.0,26.0,56.0,43.0,20,15,57.0,0.0,0.0,0.0,29733.0,15
10,1,3.0,39351005731860,234.0,0,94.0,356.0,518.0,1341.0,276.0,252,239,638.0,36.0,34.0,13.0,386143.0,195
10,1,11.0,1481817650979694,9133.0,0,2693.0,13429.0,22425.0,46910.0,9572.0,8350,8578,25258.0,0.0,0.0,0.0,14523740.0,7343
10,1,12.0,13924202285303,77.0,0,83.0,111.0,215.0,606.0,136.0,87,76,218.0,0.0,0.0,0.0,136731.0,69
10,1,13.0,125116018266275,728.0,0,202.0,1162.0,2295.0,4395.0,1194.0,754,754,1960.0,0.0,0.0,0.0,1223102.0,620
10,1,21.0,11906202384492,66.0,0,1.0,112.0,249.0,572.0,81.0,78,69,193.0,0.0,0.0,0.0,117210.0,59
10,1,22.0,403600079792,1.0,0,0.0,4.0,4.0,16.0,2.0,2,2,10.0,0.0,0.0,0.0,4007.0,2
10,1,23.0,2421600114534,14.0,0,0.0,24.0,41.0,128.0,12.0,12,12,5.0,0.0,0.0,0.0,23767.0,12
10,1,31.0,12511601790028,88.0,0,53.0,111.0,194.0,362.0,284.0,124,92,264.0,0.0,0.0,0.0,124893.0,62
10,1,33.0,605400082274,2.0,0,0.0,6.0,11.0,3.0,13.0,6,3,19.0,0.0,0.0,0.0,6043.0,3
10,1,41.0,605400101695,6.0,0,2.0,1.0,6.0,40.0,2.0,5,3,13.0,6.0,9.0,2.0,5905.0,3
10,1,91.0,2623400357489,14.0,0,2.0,21.0,26.0,116.0,22.0,19,14,48.0,2.0,3.0,2.0,25856.0,13
10,1,92.0,1009000175247,8.0,0,0.0,16.0,17.0,61.0,5.0,5,5,8.0,0.0,0.0,0.0,9932.0,5
10,1,93.0,9282801419962,50.0,0,42.0,93.0,174.0,425.0,50.0,47,50,101.0,0.0,0.0,0.0,90899.0,46
10,2,1.0,201800029131,1.0,0,0.0,1.0,4.0,4.0,0.0,3,2,5.0,8.0,9.0,3.0,1935.0,1
10,2,2.0,6255800419833,38.0,0,37.0,38.0,83.0,192.0,22.0,70,42,122.0,54.0,47.0,29.0,61135.0,31
10,2,3.0,5650400862579,32.0,0,46.0,31.0,65.0,251.0,12.0,60,28,94.0,46.0,62.0,22.0,55202.0,28
10,2,11.0,24417801899824,181.0,0,254.0,179.0,325.0,709.0,150.0,143,158,497.0,0.0,0.0,0.0,238090.0,121
10,2,12.0,4237800482056,26.0,0,51.0,24.0,42.0,81.0,33.0,24,23,69.0,0.0,0.0,0.0,41422.0,21
10,2,13.0,5246800369664,43.0,0,26.0,42.0,66.0,178.0,49.0,32,31,111.0,0.0,0.0,0.0,51401.0,26
10,2,21.0,10493601101782,59.0,0,0.0,103.0,165.0,448.0,53.0,53,56,146.0,0.0,0.0,0.0,102725.0,52
10,2,22.0,807200180310,5.0,0,0.0,15.0,14.0,31.0,4.0,4,4,23.0,0.0,0.0,0.0,7865.0,4
10,2,23.0,201800057474,1.0,0,0.0,2.0,2.0,15.0,2.0,2,1,0.0,0.0,0.0,0.0,1993.0,1
10,2,31.0,201800021922,2.0,0,0.0,2.0,1.0,21.0,9.0,2,2,5.0,0.0,0.0,0.0,2012.0,1
10,2,32.0,201800056336,1.0,0,0.0,2.0,1.0,13.0,7.0,2,1,5.0,0.0,0.0,0.0,2014.0,1
10,2,41.0,201800045357,2.0,0,1.0,1.0,2.0,21.0,0.0,3,1,4.0,6.0,9.0,3.0,1988.0,1
10,2,91.0,201800032765,1.0,0,0.0,9.0,2.0,2.0,1.0,1,1,5.0,0.0,0.0,0.0,2002.0,1
10,2,92.0,403600031605,2.0,0,0.0,6.0,2.0,20.0,1.0,4,2,14.0,3.0,3.0,1.0,3918.0,2
10,2,93.0,807200164517,6.0,0,14.0,6.0,22.0,15.0,10.0,6,6,13.0,0.0,0.0,0.0,7931.0,4
10,3,1.0,201800057376,1.0,0,0.0,1.0,2.0,1.0,0.0,3,1,0.0,2.0,3.0,1.0,2002.0,1
10,3,2.0,13520601018426,50.0,0,82.0,82.0,178.0,322.0,59.0,164,94,251.0,116.0,140.0,51.0,131801.0,67
10,3,3.0,43185206407368,212.0,0,141.0,253.0,551.0,1312.0,72.0,545,298,757.0,428.0,541.0,186.0,421687.0,214
10,3,11.0,171933617926991,1131.0,0,1079.0,1333.0,2306.0,5151.0,1371.0,1095,1162,2996.0,0.0,0.0,0.0,1679865.0,852
10,3,12.0,10291800952527,54.0,0,163.0,65.0,167.0,448.0,94.0,73,66,193.0,0.0,0.0,0.0,101003.0,51
10,3,13.0,21189002349888,143.0,0,260.0,140.0,273.0,864.0,145.0,127,126,368.0,0.0,0.0,0.0,207571.0,105
10,3,21.0,99689213438730,564.0,0,58.0,1058.0,2004.0,4573.0,521.0,521,538,1564.0,0.0,0.0,0.0,978848.0,494
10,3,22.0,2623400340003,13.0,0,0.0,43.0,20.0,63.0,14.0,14,16,35.0,0.0,0.0,0.0,25679.0,13
10,3,23.0,5045000811801,29.0,0,1.0,57.0,72.0,247.0,26.0,26,28,64.0,0.0,0.0,0.0,47632.0,25
10,3,31.0,4036000397603,30.0,0,4.0,32.0,45.0,169.0,133.0,40,25,102.0,0.0,0.0,0.0,40265.0,20
10,3,32.0,201800022993,1.0,0,1.0,0.0,1.0,1.0,3.0,2,1,0.0,0.0,0.0,0.0,2012.0,1
10,3,41.0,403600063126,4.0,0,1.0,2.0,2.0,15.0,0.0,6,2,9.0,6.0,18.0,3.0,3964.0,2
10,3,42.0,605400035265,2.0,0,0.0,3.0,9.0,3.0,0.0,9,3,14.0,3.0,10.0,3.0,5929.0,3
10,3,91.0,3228800374294,19.0,0,29.0,36.0,39.0,63.0,21.0,23,20,48.0,14.0,16.0,3.0,31558.0,16
10,3,92.0,605400058873,2.0,0,0.0,5.0,9.0,20.0,10.0,6,3,12.0,5.0,4.0,1.0,5928.0,3
10,3,93.0,5448600914239,30.0,0,34.0,52.0,83.0,171.0,38.0,44,36,100.0,18.0,13.0,9.0,53221.0,27
10,4,1.0,403600088668,4.0,0,0.0,2.0,2.0,2.0,0.0,6,2,4.0,2.0,10.0,2.0,3924.0,2
10,4,2.0,9282800728121,36.0,0,70.0,58.0,121.0,256.0,50.0,112,66,207.0,92.0,95.0,38.0,91039.0,46
10,4,3.0,90810015936631,475.0,0,214.0,557.0,1105.0,3147.0,191.0,1147,655,1430.0,894.0,1091.0,399.0,890030.0,450
10,4,11.0,878031945022346,5461.0,0,3679.0,7790.0,11927.0,23775.0,6769.0,5601,6156,14653.0,0.0,0.0,0.0,8613218.0,4351
10,4,12.0,7466601043705,44.0,0,89.0,46.0,93.0,277.0,84.0,51,45,115.0,0.0,0.0,0.0,73310.0,37
10,4,13.0,51257208412970,321.0,0,330.0,453.0,787.0,1831.0,507.0,361,343,899.0,0.0,0.0,0.0,502958.0,254
10,4,21.0,239738445383093,1389.0,0,89.0,2451.0,4532.0,11464.0,1288.0,1286,1359,3428.0,0.0,0.0,0.0,2355061.0,1188
10,4,22.0,6255801070787,33.0,0,0.0,84.0,112.0,267.0,35.0,34,38,116.0,0.0,0.0,0.0,61362.0,31
10,4,23.0,17960203812963,97.0,0,15.0,168.0,327.0,1063.0,92.0,92,107,244.0,0.0,0.0,0.0,175912.0,89
10,4,31.0,12713402277497,86.0,0,31.0,120.0,159.0,389.0,220.0,126,92,244.0,0.0,0.0,0.0,126918.0,63
10,4,33.0,201800040043,1.0,0,0.0,2.0,2.0,15.0,2.0,2,1,9.0,0.0,0.0,0.0,2014.0,1
10,4,41.0,807200122357,4.0,0,1.0,4.0,10.0,49.0,6.0,7,7,12.0,1.0,9.0,2.0,7960.0,4
10,4,42.0,1009000149549,3.0,0,2.0,6.0,10.0,17.0,1.0,13,6,18.0,18.0,15.0,10.0,9988.0,5
10,4,43.0,1614400192775,9.0,0,0.0,14.0,15.0,66.0,6.0,12,9,30.0,7.0,10.0,4.0,15836.0,8
10,4,91.0,2219800310719,13.0,0,1.0,18.0,27.0,122.0,16.0,21,14,29.0,12.0,12.0,5.0,21917.0,11
10,4,92.0,2018000376462,14.0,0,14.0,25.0,29.0,58.0,25.0,16,14,36.0,0.0,0.0,0.0,19872.0,10
10,4,93.0,9081001682772,46.0,0,13.0,113.0,128.0,338.0,65.0,61,62,125.0,15.0,15.0,7.0,89253.0,45
13,1,2.0,201800000211,0.0,0,0.0,0.0,5.0,24.0,1.0,1,1,4.0,0.0,0.0,0.0,1974.0,1
13,1,3.0,3027000222076,14.0,0,4.0,22.0,38.0,162.0,41.0,21,17,49.0,0.0,0.0,0.0,29752.0,15
13,1,11.0,89599212530215,518.0,0,147.0,822.0,1353.0,2741.0,546.0,489,491,1549.0,0.0,0.0,0.0,878386.0,444
13,1,12.0,2219800344630,14.0,0,0.0,22.0,31.0,75.0,15.0,14,12,19.0,0.0,0.0,0.0,21806.0,11
13,1,13.0,7063001235945,35.0,0,15.0,57.0,107.0,261.0,37.0,36,38,128.0,0.0,0.0,0.0,69414.0,35
13,1,22.0,201800010529,0.0,0,0.0,9.0,5.0,1.0,1.0,1,1,2.0,0.0,0.0,0.0,2003.0,1
13,1,31.0,1210800141480,6.0,0,6.0,8.0,28.0,30.0,27.0,12,9,0.0,0.0,0.0,0.0,12066.0,6
13,1,91.0,201800038281,2.0,0,0.0,1.0,4.0,4.0,1.0,1,1,4.0,0.0,0.0,0.0,1978.0,1
13,1,93.0,1614400334593,9.0,0,0.0,15.0,8.0,124.0,9.0,9,9,11.0,0.0,0.0,0.0,15780.0,8
13,2,2.0,605400046868,2.0,0,0.0,3.0,4.0,17.0,0.0,9,4,12.0,9.0,13.0,3.0,5896.0,3
13,2,3.0,807200114715,5.0,0,0.0,6.0,11.0,36.0,2.0,8,5,10.0,6.0,4.0,2.0,7891.0,4
13,2,11.0,3430600278825,27.0,0,13.0,37.0,37.0,62.0,18.0,18,21,57.0,0.0,0.0,0.0,33544.0,17
13,2,13.0,403600012810,4.0,0,0.0,4.0,2.0,26.0,3.0,3,4,2.0,0.0,0.0,0.0,3945.0,2
13,2,21.0,201800017544,1.0,0,0.0,0.0,3.0,1.0,1.0,1,2,1.0,0.0,0.0,0.0,1980.0,1
13,3,2.0,807200023989,3.0,0,10.0,5.0,13.0,55.0,1.0,10,4,17.0,11.0,10.0,3.0,7807.0,4
13,3,3.0,1412600165857,9.0,0,0.0,6.0,24.0,43.0,1.0,19,11,42.0,8.0,12.0,7.0,13752.0,7
13,3,11.0,16345801736782,88.0,0,54.0,130.0,273.0,527.0,123.0,101,118,249.0,0.0,0.0,0.0,159667.0,81
13,3,12.0,605400116355,4.0,0,0.0,6.0,7.0,16.0,6.0,4,6,2.0,0.0,0.0,0.0,5973.0,3
13,3,13.0,1412600134208,12.0,0,0.0,14.0,15.0,74.0,21.0,9,10,20.0,0.0,0.0,0.0,13815.0,7
13,3,21.0,5045000597700,22.0,0,0.0,54.0,104.0,252.0,27.0,27,27,78.0,0.0,0.0,0.0,49565.0,25
13,3,22.0,1009000156504,6.0,0,0.0,24.0,12.0,14.0,5.0,5,5,14.0,0.0,0.0,0.0,9923.0,5
13,3,23.0,201800040106,2.0,0,0.0,2.0,3.0,15.0,1.0,1,1,9.0,0.0,0.0,0.0,1986.0,1
13,3,41.0,403600008468,0.0,0,0.0,10.0,10.0,16.0,1.0,4,2,10.0,6.0,1.0,1.0,3944.0,2
13,3,42.0,201800001064,1.0,0,0.0,9.0,2.0,2.0,1.0,1,2,5.0,0.0,0.0,0.0,1991.0,1
13,3,92.0,201800010529,0.0,0,0.0,9.0,5.0,1.0,2.0,2,1,2.0,0.0,0.0,0.0,2003.0,1
13,4,2.0,201800011040,1.0,0,0.0,1.0,0.0,2.0,0.0,3,1,9.0,6.0,1.0,1.0,1993.0,1
13,4,3.0,3834200461491,19.0,0,2.0,24.0,50.0,140.0,10.0,40,27,64.0,20.0,30.0,9.0,37530.0,19
13,4,11.0,50450007927881,274.0,0,231.0,454.0,705.0,1560.0,403.0,317,341,879.0,0.0,0.0,0.0,494789.0,250
13,4,12.0,1412600224941,10.0,0,10.0,9.0,22.0,54.0,10.0,9,9,21.0,0.0,0.0,0.0,13778.0,7
13,4,13.0,2623400343344,7.0,0,41.0,17.0,32.0,69.0,15.0,15,18,50.0,0.0,0.0,0.0,25637.0,13
13,4,21.0,10291801764708,59.0,0,6.0,90.0,186.0,441.0,53.0,53,60,158.0,0.0,0.0,0.0,100915.0,51
13,4,22.0,605400166723,1.0,0,0.0,20.0,6.0,19.0,4.0,4,4,5.0,0.0,0.0,0.0,5979.0,3
13,4,23.0,403600104358,3.0,0,0.0,4.0,3.0,31.0,2.0,2,4,10.0,0.0,0.0,0.0,3943.0,2
13,4,31.0,201800042085,1.0,0,0.0,2.0,2.0,17.0,5.0,2,2,9.0,0.0,0.0,0.0,2013.0,1
13,4,42.0,201800001131,2.0,0,0.0,1.0,3.0,0.0,0.0,3,1,2.0,3.0,3.0,1.0,1997.0,1
13,4,43.0,201800033548,0.0,0,0.0,2.0,7.0,16.0,1.0,1,1,2.0,0.0,0.0,0.0,2014.0,1
13,4,91.0,403600083498,2.0,0,16.0,2.0,5.0,24.0,0.0,6,2,9.0,7.0,7.0,2.0,3912.0,2
13,4,92.0,201800048071,2.0,0,0.0,2.0,2.0,19.0,1.0,1,1,0.0,0.0,0.0,0.0,1997.0,1
13,4,93.0,1412600271208,8.0,0,0.0,18.0,19.0,71.0,10.0,9,10,34.0,0.0,0.0,0.0,13864.0,7
14,1,2.0,807200050916,4.0,0,16.0,1.0,22.0,61.0,4.0,7,5,19.0,3.0,3.0,2.0,7965.0,4
14,1,3.0,3632400307195,18.0,0,1.0,32.0,81.0,89.0,35.0,23,20,56.0,0.0,0.0,0.0,35561.0,18
14,1,11.0,161036424747070,1026.0,0,220.0,1463.0,2278.0,4599.0,887.0,856,872,2935.0,0.0,0.0,0.0,1576196.0,798
14,1,12.0,1412600184825,8.0,0,3.0,17.0,27.0,61.0,15.0,8,7,27.0,0.0,0.0,0.0,13845.0,7
14,1,13.0,17960202241808,120.0,0,64.0,151.0,306.0,734.0,163.0,107,100,359.0,0.0,0.0,0.0,176162.0,89
14,1,21.0,1210800161374,5.0,0,0.0,10.0,17.0,75.0,8.0,8,7,27.0,0.0,0.0,0.0,11889.0,6
14,1,31.0,605400070315,4.0,0,0.0,4.0,15.0,25.0,15.0,6,5,15.0,0.0,0.0,0.0,6040.0,3
14,1,91.0,201800038372,2.0,0,0.0,1.0,1.0,1.0,1.0,1,1,4.0,0.0,0.0,0.0,1969.0,1
14,1,93.0,1009000070765,5.0,0,1.0,4.0,13.0,35.0,5.0,5,5,12.0,0.0,0.0,0.0,9883.0,5
14,2,2.0,1614400115111,8.0,0,1.0,9.0,23.0,30.0,2.0,20,12,33.0,16.0,25.0,6.0,15628.0,8
14,2,3.0,2018000250858,13.0,0,0.0,13.0,37.0,57.0,3.0,24,14,46.0,13.0,25.0,10.0,19726.0,10
14,2,11.0,9484600739431,66.0,0,28.0,78.0,107.0,139.0,65.0,55,59,170.0,0.0,0.0,0.0,92670.0,47
14,2,12.0,807200068310,5.0,0,35.0,2.0,11.0,30.0,8.0,6,4,16.0,0.0,0.0,0.0,7881.0,4
14,2,13.0,1210800113497,10.0,0,6.0,10.0,19.0,34.0,6.0,6,7,31.0,0.0,0.0,0.0,11856.0,6
14,2,21.0,5045000510343,32.0,0,0.0,67.0,91.0,225.0,27.0,26,28,72.0,0.0,0.0,0.0,49372.0,25
14,2,22.0,605400141965,1.0,0,0.0,13.0,16.0,33.0,3.0,3,5,6.0,0.0,0.0,0.0,5926.0,3
14,2,23.0,201800023937,1.0,0,0.0,2.0,7.0,16.0,1.0,1,1,4.0,0.0,0.0,0.0,1946.0,1
14,2,31.0,403600044422,2.0,0,0.0,4.0,4.0,28.0,6.0,4,3,7.0,0.0,0.0,0.0,4028.0,2
14,2,92.0,201800026741,1.0,0,0.0,2.0,7.0,16.0,1.0,1,1,0.0,0.0,0.0,0.0,1981.0,1
14,2,93.0,403600069228,3.0,0,6.0,3.0,2.0,24.0,1.0,4,2,4.0,5.0,0.0,1.0,3957.0,2
14,3,2.0,2623400183842,17.0,0,45.0,8.0,40.0,48.0,30.0,26,16,58.0,10.0,18.0,7.0,25622.0,13
14,3,3.0,4439600590752,25.0,0,10.0,26.0,71.0,175.0,19.0,53,30,76.0,53.0,43.0,17.0,43306.0,22
14,3,11.0,27041203164259,194.0,0,249.0,188.0,404.0,566.0,196.0,165,176,466.0,0.0,0.0,0.0,264029.0,134
14,3,12.0,3027000660946,28.0,0,169.0,0.0,23.0,55.0,61.0,27,17,57.0,0.0,0.0,0.0,29695.0,15
14,3,13.0,2421600231963,15.0,0,8.0,22.0,44.0,48.0,17.0,16,15,30.0,0.0,0.0,0.0,23724.0,12
14,3,21.0,11704401331031,55.0,0,1.0,128.0,202.0,416.0,63.0,62,62,197.0,0.0,0.0,0.0,114752.0,58
14,3,22.0,605400104173,4.0,0,0.0,6.0,14.0,32.0,3.0,3,5,9.0,0.0,0.0,0.0,5927.0,3
14,3,23.0,605400081393,5.0,0,0.0,6.0,10.0,44.0,4.0,4,5,0.0,0.0,0.0,0.0,5929.0,3
14,3,31.0,403600006893,4.0,0,0.0,2.0,7.0,10.0,11.0,4,3,8.0,0.0,0.0,0.0,4034.0,2
14,3,42.0,201800022714,1.0,0,0.0,2.0,2.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,2001.0,1
14,3,93.0,605400072039,4.0,0,0.0,4.0,18.0,26.0,3.0,3,4,14.0,0.0,0.0,0.0,5910.0,3
14,4,2.0,1412600056711,5.0,0,76.0,10.0,34.0,20.0,22.0,10,8,29.0,0.0,0.0,0.0,13818.0,7
14,4,3.0,4843200731419,27.0,0,2.0,32.0,76.0,101.0,12.0,54,38,86.0,39.0,41.0,14.0,47434.0,24
14,4,11.0,86572213846284,545.0,0,402.0,762.0,1134.0,2317.0,575.0,515,582,1545.0,0.0,0.0,0.0,848005.0,429
14,4,12.0,1412600124122,5.0,0,11.0,10.0,20.0,38.0,28.0,10,8,22.0,0.0,0.0,0.0,13944.0,7
14,4,13.0,6054000898719,42.0,0,38.0,44.0,78.0,209.0,47.0,39,40,113.0,0.0,0.0,0.0,59538.0,30
14,4,21.0,16547602878351,97.0,0,29.0,149.0,313.0,782.0,91.0,90,91,239.0,0.0,0.0,0.0,162412.0,82
14,4,22.0,605400107939,4.0,0,0.0,13.0,9.0,34.0,3.0,3,3,11.0,0.0,0.0,0.0,5903.0,3
14,4,23.0,1412600201614,13.0,0,1.0,13.0,13.0,74.0,7.0,7,8,6.0,0.0,0.0,0.0,13888.0,7
14,4,31.0,403600094996,4.0,0,0.0,4.0,3.0,14.0,6.0,4,2,10.0,0.0,0.0,0.0,4027.0,2
14,4,33.0,201800038544,1.0,0,0.0,2.0,2.0,21.0,3.0,2,1,0.0,0.0,0.0,0.0,2017.0,1
14,4,41.0,605400142037,4.0,0,1.0,4.0,8.0,4.0,9.0,5,4,12.0,0.0,0.0,0.0,5938.0,3
14,4,43.0,403600103700,1.0,0,0.0,4.0,12.0,46.0,6.0,4,2,8.0,0.0,0.0,0.0,3955.0,2
14,4,91.0,1412600155233,10.0,0,2.0,19.0,32.0,66.0,9.0,12,9,24.0,8.0,9.0,1.0,13749.0,7
14,4,92.0,201800051134,2.0,0,1.0,2.0,6.0,1.0,2.0,2,2,3.0,0.0,0.0,0.0,1958.0,1
14,4,93.0,807200093492,5.0,0,1.0,3.0,7.0,26.0,4.0,7,5,15.0,0.0,9.0,1.0,7878.0,4
15,1,2.0,807200043261,5.0,0,0.0,6.0,20.0,80.0,4.0,4,4,16.0,0.0,0.0,0.0,7873.0,4
15,1,3.0,14126001405029,76.0,0,18.0,141.0,152.0,113.0,152.0,98,90,178.0,0.0,0.0,0.0,138043.0,70
15,1,11.0,230253830147631,1585.0,0,439.0,1981.0,3652.0,5816.0,1376.0,1235,1241,4313.0,0.0,0.0,0.0,2254153.0,1141
15,1,12.0,3430600307586,24.0,0,14.0,30.0,51.0,224.0,29.0,22,21,64.0,0.0,0.0,0.0,33399.0,17
15,1,13.0,18767401646824,130.0,0,33.0,156.0,300.0,447.0,241.0,123,114,314.0,0.0,0.0,0.0,184399.0,93
15,1,21.0,807200062043,7.0,0,0.0,8.0,9.0,16.0,4.0,4,4,16.0,0.0,0.0,0.0,7940.0,4
15,1,31.0,1009000102909,4.0,0,0.0,9.0,14.0,30.0,26.0,10,7,18.0,0.0,0.0,0.0,10079.0,5
15,1,91.0,605400034637,5.0,0,0.0,4.0,14.0,28.0,10.0,4,4,17.0,0.0,0.0,0.0,5908.0,3
15,1,92.0,201800040607,1.0,0,0.0,2.0,1.0,2.0,1.0,1,1,4.0,0.0,0.0,0.0,1981.0,1
15,1,93.0,605400067637,4.0,0,0.0,5.0,9.0,67.0,3.0,3,3,8.0,0.0,0.0,0.0,5910.0,3
15,2,2.0,2219800167778,13.0,0,4.0,15.0,39.0,37.0,4.0,25,14,48.0,14.0,23.0,8.0,21510.0,11
15,2,3.0,2623400158122,18.0,0,0.0,24.0,29.0,39.0,11.0,20,21,43.0,5.0,6.0,2.0,25655.0,13
