catv,grav,secu,Num_Acc,senc,occutc,obs,obsm,choc,manv,place,catu,sexe,trajet,locp,actp,etatp,an_nais,count
15,2,11.0,20180001607940,151.0,0,89.0,171.0,237.0,382.0,134.0,119,119,367.0,0.0,0.0,0.0,196985.0,100
15,2,12.0,807200057882,6.0,0,1.0,4.0,16.0,28.0,7.0,5,4,17.0,0.0,0.0,0.0,7837.0,4
15,2,13.0,3228800233947,25.0,0,9.0,30.0,49.0,52.0,16.0,16,17,58.0,0.0,0.0,0.0,31544.0,16
15,2,21.0,4237800448703,34.0,0,17.0,41.0,83.0,96.0,21.0,21,23,70.0,0.0,0.0,0.0,41435.0,21
15,2,22.0,403600061697,3.0,0,0.0,11.0,4.0,16.0,2.0,2,3,8.0,0.0,0.0,0.0,3941.0,2
15,2,23.0,403600071399,2.0,0,0.0,4.0,3.0,1.0,2.0,2,3,1.0,0.0,0.0,0.0,3905.0,2
15,2,41.0,201800006653,2.0,0,0.0,1.0,1.0,1.0,0.0,3,1,0.0,1.0,0.0,1.0,1996.0,1
15,2,42.0,201800003533,1.0,0,0.0,2.0,3.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,1950.0,1
15,2,92.0,201800001460,2.0,0,0.0,1.0,3.0,1.0,0.0,3,2,5.0,2.0,3.0,1.0,1961.0,1
15,2,93.0,201800003406,1.0,0,0.0,0.0,6.0,2.0,2.0,2,2,5.0,0.0,0.0,0.0,1996.0,1
15,3,2.0,2219800109566,10.0,0,13.0,20.0,35.0,82.0,5.0,26,16,23.0,22.0,16.0,8.0,21668.0,11
15,3,3.0,4036000430764,22.0,0,23.0,30.0,45.0,95.0,15.0,33,23,60.0,12.0,18.0,6.0,39332.0,20
15,3,11.0,52669804956458,351.0,0,336.0,393.0,875.0,1319.0,358.0,308,340,946.0,0.0,0.0,0.0,515830.0,261
15,3,12.0,2825200189538,23.0,0,28.0,10.0,36.0,119.0,22.0,17,15,52.0,0.0,0.0,0.0,27654.0,14
15,3,13.0,5246800437552,42.0,0,64.0,34.0,100.0,120.0,36.0,33,32,96.0,0.0,0.0,0.0,51433.0,26
15,3,21.0,9282800986579,43.0,0,16.0,70.0,160.0,423.0,51.0,51,52,135.0,0.0,0.0,0.0,91058.0,46
15,3,22.0,807200133200,5.0,0,0.0,22.0,11.0,26.0,4.0,4,6,9.0,0.0,0.0,0.0,7880.0,4
15,3,31.0,403600020488,3.0,0,0.0,4.0,7.0,3.0,11.0,4,2,10.0,0.0,0.0,0.0,4028.0,2
15,3,32.0,201800022993,1.0,0,0.0,2.0,4.0,23.0,3.0,2,1,0.0,0.0,0.0,0.0,2012.0,1
15,3,43.0,201800008793,0.0,0,0.0,2.0,7.0,9.0,1.0,1,1,9.0,0.0,0.0,0.0,1963.0,1
15,3,93.0,1009000071875,7.0,0,5.0,20.0,16.0,21.0,5.0,5,5,25.0,0.0,0.0,0.0,9878.0,5
15,4,2.0,1210800094447,5.0,0,0.0,17.0,20.0,30.0,11.0,12,8,26.0,4.0,6.0,2.0,11795.0,6
15,4,3.0,4237800523794,27.0,0,8.0,27.0,50.0,121.0,18.0,42,34,90.0,25.0,33.0,10.0,41425.0,21
15,4,11.0,124308818670506,851.0,0,307.0,1085.0,1888.0,3432.0,896.0,762,850,2338.0,0.0,0.0,0.0,1217177.0,616
15,4,12.0,7264801048131,68.0,0,0.0,15.0,112.0,85.0,238.0,68,42,57.0,0.0,0.0,0.0,71063.0,36
15,4,13.0,9484601185145,67.0,0,19.0,75.0,143.0,265.0,114.0,66,68,115.0,0.0,0.0,0.0,92981.0,47
15,4,21.0,10291801757227,63.0,0,17.0,92.0,199.0,397.0,57.0,57,57,181.0,0.0,0.0,0.0,100679.0,51
15,4,23.0,605400130309,4.0,0,0.0,9.0,14.0,35.0,3.0,3,4,6.0,0.0,0.0,0.0,5968.0,3
15,4,31.0,1614400194992,12.0,0,0.0,16.0,18.0,55.0,50.0,16,12,32.0,0.0,0.0,0.0,16115.0,8
15,4,33.0,201800052709,2.0,0,0.0,2.0,7.0,17.0,2.0,2,2,5.0,0.0,0.0,0.0,2014.0,1
15,4,41.0,201800019399,1.0,0,0.0,1.0,3.0,5.0,0.0,3,1,0.0,1.0,9.0,3.0,1972.0,1
15,4,91.0,403600043185,1.0,0,0.0,4.0,1.0,3.0,10.0,3,3,5.0,0.0,0.0,0.0,3999.0,2
15,4,93.0,605400087024,3.0,0,2.0,0.0,8.0,6.0,15.0,5,4,5.0,0.0,0.0,0.0,5940.0,3
16,1,2.0,403600014300,0.0,0,0.0,0.0,12.0,16.0,2.0,2,2,8.0,0.0,0.0,0.0,3939.0,2
16,1,3.0,403600086286,2.0,0,0.0,4.0,7.0,2.0,2.0,2,3,5.0,0.0,0.0,0.0,3943.0,2
16,1,11.0,13722401992917,80.0,0,0.0,105.0,174.0,326.0,77.0,71,72,238.0,0.0,0.0,0.0,134468.0,68
16,1,12.0,201800054261,1.0,0,0.0,2.0,3.0,22.0,1.0,1,1,4.0,0.0,0.0,0.0,1960.0,1
16,1,21.0,403600077671,4.0,0,0.0,4.0,2.0,33.0,2.0,2,2,10.0,0.0,0.0,0.0,3969.0,2
16,1,41.0,201800018491,1.0,0,0.0,0.0,2.0,15.0,1.0,1,1,4.0,0.0,0.0,0.0,1976.0,1
16,1,91.0,201800018584,0.0,0,0.0,2.0,3.0,15.0,1.0,1,1,4.0,0.0,0.0,0.0,1996.0,1
16,2,11.0,605400040634,5.0,0,0.0,4.0,7.0,25.0,4.0,4,4,6.0,0.0,0.0,0.0,5934.0,3
16,2,21.0,403600077492,1.0,0,0.0,4.0,5.0,17.0,2.0,2,3,6.0,0.0,0.0,0.0,3960.0,2
16,3,2.0,605400025816,2.0,0,13.0,2.0,8.0,17.0,9.0,4,3,9.0,0.0,0.0,0.0,5924.0,3
16,3,3.0,201800006455,0.0,0,0.0,1.0,4.0,19.0,0.0,3,2,5.0,5.0,3.0,2.0,1950.0,1
16,3,11.0,1816200178973,13.0,0,0.0,10.0,24.0,65.0,12.0,12,10,23.0,0.0,0.0,0.0,17803.0,9
16,3,12.0,605400051114,3.0,0,13.0,4.0,9.0,39.0,3.0,3,3,3.0,0.0,0.0,0.0,5871.0,3
16,3,13.0,201800006557,1.0,0,0.0,2.0,6.0,2.0,8.0,2,2,5.0,0.0,0.0,0.0,1995.0,1
16,3,21.0,807200069006,1.0,0,0.0,4.0,14.0,46.0,5.0,5,4,11.0,0.0,0.0,0.0,7936.0,4
16,4,2.0,201800006455,0.0,0,0.0,1.0,4.0,19.0,0.0,3,2,5.0,5.0,3.0,2.0,2017.0,1
16,4,3.0,403600064893,0.0,0,0.0,2.0,5.0,5.0,0.0,6,3,5.0,3.0,9.0,2.0,3917.0,2
16,4,11.0,7870201314912,55.0,0,0.0,74.0,76.0,198.0,51.0,50,57,134.0,0.0,0.0,0.0,77094.0,39
16,4,12.0,403600057569,3.0,0,0.0,4.0,6.0,23.0,2.0,2,2,5.0,0.0,0.0,0.0,3979.0,2
16,4,21.0,605400139072,4.0,0,0.0,6.0,16.0,16.0,3.0,3,3,3.0,0.0,0.0,0.0,5946.0,3
17,1,2.0,807200045653,4.0,0,16.0,4.0,17.0,51.0,4.0,4,4,16.0,0.0,0.0,0.0,7913.0,4
17,1,3.0,7870200719038,53.0,0,19.0,64.0,139.0,155.0,49.0,46,40,171.0,6.0,9.0,2.0,77079.0,39
17,1,11.0,225410633325798,1689.0,0,396.0,1766.0,3803.0,5721.0,1323.0,1218,1224,4281.0,0.0,0.0,0.0,2206859.0,1117
17,1,12.0,3430600246148,22.0,0,14.0,29.0,71.0,93.0,50.0,25,17,72.0,0.0,0.0,0.0,33830.0,17
17,1,13.0,13722401062373,95.0,0,63.0,101.0,262.0,417.0,97.0,79,76,278.0,0.0,0.0,0.0,134237.0,68
17,1,21.0,807200160063,4.0,0,16.0,6.0,14.0,49.0,5.0,5,6,20.0,0.0,0.0,0.0,7911.0,4
17,1,23.0,201800041469,1.0,0,0.0,6.0,1.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,1992.0,1
17,1,31.0,1816200120401,9.0,0,0.0,12.0,41.0,23.0,59.0,18,15,49.0,0.0,0.0,0.0,18145.0,9
17,1,41.0,201800002152,2.0,0,0.0,0.0,3.0,23.0,1.0,1,1,4.0,0.0,0.0,0.0,1970.0,1
17,1,91.0,1009000053628,5.0,0,15.0,4.0,20.0,28.0,7.0,6,6,21.0,0.0,0.0,0.0,9905.0,5
17,1,92.0,403600042201,3.0,0,0.0,2.0,10.0,48.0,2.0,2,2,5.0,0.0,0.0,0.0,3936.0,2
17,1,93.0,807200091755,5.0,0,0.0,4.0,2.0,49.0,5.0,5,6,17.0,0.0,0.0,0.0,7886.0,4
17,2,2.0,2623400118199,18.0,0,18.0,17.0,30.0,52.0,8.0,29,17,45.0,17.0,19.0,9.0,25624.0,13
17,2,3.0,2421600346245,17.0,0,4.0,9.0,30.0,84.0,20.0,30,17,46.0,26.0,33.0,9.0,23647.0,12
17,2,11.0,19171001908568,141.0,0,103.0,144.0,234.0,387.0,132.0,112,131,350.0,0.0,0.0,0.0,187255.0,95
17,2,12.0,2219800315625,14.0,0,16.0,14.0,22.0,109.0,25.0,16,14,37.0,0.0,0.0,0.0,21835.0,11
17,2,13.0,3430600267520,26.0,0,54.0,24.0,41.0,88.0,22.0,21,21,77.0,0.0,0.0,0.0,33723.0,17
17,2,21.0,1816200274532,11.0,0,0.0,16.0,43.0,53.0,9.0,9,11,21.0,0.0,0.0,0.0,17812.0,9
17,2,22.0,201800018851,2.0,0,0.0,2.0,2.0,2.0,1.0,1,2,1.0,0.0,0.0,0.0,1998.0,1
17,2,23.0,403600048950,3.0,0,0.0,2.0,4.0,5.0,3.0,3,4,5.0,0.0,0.0,0.0,3936.0,2
17,2,31.0,201800016470,2.0,0,0.0,2.0,1.0,1.0,4.0,2,2,5.0,0.0,0.0,0.0,2014.0,1
17,2,91.0,403600033021,2.0,0,0.0,3.0,5.0,2.0,1.0,4,3,14.0,1.0,3.0,2.0,3885.0,2
17,2,93.0,605400066289,6.0,0,1.0,13.0,3.0,3.0,5.0,5,3,14.0,0.0,0.0,0.0,5942.0,3
17,3,2.0,1614400055386,10.0,0,16.0,17.0,34.0,76.0,3.0,18,12,35.0,21.0,14.0,6.0,15662.0,8
17,3,3.0,4843200499566,33.0,0,45.0,25.0,73.0,81.0,42.0,38,30,86.0,23.0,14.0,9.0,47453.0,24
17,3,11.0,57109404974178,416.0,0,261.0,373.0,1031.0,1192.0,432.0,353,354,1035.0,0.0,0.0,0.0,559058.0,283
17,3,12.0,2219800111247,16.0,0,6.0,10.0,46.0,39.0,29.0,17,13,50.0,0.0,0.0,0.0,21772.0,11
17,3,13.0,5246800309459,39.0,0,36.0,27.0,93.0,158.0,41.0,34,30,110.0,0.0,0.0,0.0,51379.0,26
17,3,21.0,8677401280275,52.0,0,0.0,84.0,197.0,302.0,46.0,46,45,126.0,0.0,0.0,0.0,85037.0,43
17,3,23.0,605400065750,5.0,0,0.0,6.0,9.0,21.0,3.0,3,4,6.0,0.0,0.0,0.0,5915.0,3
17,3,31.0,807200079444,7.0,0,3.0,6.0,4.0,5.0,15.0,8,5,18.0,0.0,0.0,0.0,8060.0,4
17,3,41.0,403600014302,2.0,0,0.0,3.0,1.0,2.0,0.0,6,2,8.0,6.0,18.0,4.0,3952.0,2
17,3,91.0,201800056826,1.0,0,0.0,2.0,0.0,1.0,1.0,1,2,5.0,0.0,0.0,0.0,1978.0,1
17,3,93.0,201800029356,2.0,0,0.0,2.0,1.0,1.0,4.0,2,2,5.0,0.0,0.0,0.0,1983.0,1
17,4,2.0,1009000056011,7.0,0,0.0,8.0,12.0,22.0,3.0,9,8,14.0,5.0,6.0,3.0,9809.0,5
17,4,3.0,3430600249611,22.0,0,16.0,20.0,63.0,55.0,44.0,27,22,71.0,3.0,12.0,5.0,33727.0,17
17,4,11.0,129555620363771,907.0,0,481.0,1046.0,2137.0,3896.0,1091.0,828,870,2406.0,0.0,0.0,0.0,1270144.0,642
17,4,12.0,1412600097410,9.0,0,15.0,14.0,32.0,23.0,35.0,11,7,32.0,0.0,0.0,0.0,13946.0,7
17,4,13.0,6457600494691,43.0,0,7.0,48.0,115.0,221.0,40.0,37,39,112.0,0.0,0.0,0.0,63376.0,32
17,4,21.0,6861201403266,48.0,0,17.0,60.0,164.0,217.0,35.0,35,38,68.0,0.0,0.0,0.0,67422.0,34
17,4,23.0,201800028883,1.0,0,0.0,2.0,7.0,16.0,1.0,1,1,1.0,0.0,0.0,0.0,1971.0,1
17,4,31.0,1614400284093,16.0,0,5.0,8.0,19.0,31.0,43.0,16,13,43.0,0.0,0.0,0.0,16107.0,8
17,4,91.0,201800007268,1.0,0,0.0,0.0,4.0,2.0,1.0,1,1,5.0,0.0,0.0,0.0,1933.0,1
17,4,93.0,201800048152,2.0,0,0.0,0.0,0.0,1.0,1.0,1,1,9.0,0.0,0.0,0.0,1986.0,1
20,1,2.0,3430600126034,13.0,0,52.0,6.0,7.0,186.0,71.0,31,23,82.0,0.0,0.0,0.0,33839.0,17
20,1,3.0,807200095269,3.0,0,0.0,11.0,21.0,17.0,4.0,4,4,16.0,0.0,0.0,0.0,7920.0,4
20,1,11.0,30471804466820,167.0,0,124.0,253.0,479.0,962.0,183.0,171,175,555.0,0.0,0.0,0.0,298541.0,151
20,1,12.0,807200091166,3.0,0,0.0,2.0,18.0,63.0,4.0,4,4,16.0,0.0,0.0,0.0,7865.0,4
20,1,13.0,1412600186811,4.0,0,23.0,16.0,13.0,50.0,7.0,7,8,23.0,0.0,0.0,0.0,11875.0,7
20,1,21.0,201800018807,2.0,0,0.0,0.0,4.0,15.0,1.0,1,1,5.0,0.0,0.0,0.0,1954.0,1
20,1,23.0,201800038582,1.0,0,0.0,1.0,3.0,10.0,1.0,1,1,5.0,0.0,0.0,0.0,1993.0,1
20,1,41.0,201800033957,1.0,0,0.0,1.0,7.0,1.0,1.0,1,1,9.0,0.0,0.0,0.0,1970.0,1
20,1,43.0,201800056583,1.0,0,3.0,2.0,4.0,2.0,1.0,1,1,1.0,0.0,0.0,0.0,1996.0,1
20,1,91.0,403600030284,3.0,0,0.0,4.0,6.0,6.0,2.0,2,2,8.0,0.0,0.0,0.0,3936.0,2
20,1,92.0,201800032716,1.0,0,0.0,2.0,1.0,9.0,1.0,1,1,4.0,0.0,0.0,0.0,1976.0,1
20,1,93.0,403600079540,0.0,0,0.0,4.0,3.0,13.0,2.0,2,2,0.0,0.0,0.0,0.0,3950.0,2
20,2,2.0,201800012196,2.0,0,13.0,0.0,0.0,15.0,1.0,1,1,5.0,0.0,0.0,0.0,1973.0,1
20,2,3.0,605400127493,1.0,0,6.0,1.0,4.0,14.0,2.0,5,4,9.0,3.0,3.0,1.0,5915.0,3
20,2,11.0,403600050639,3.0,0,0.0,4.0,4.0,2.0,2.0,2,3,10.0,0.0,0.0,0.0,3893.0,2
20,2,12.0,807200081088,8.0,0,17.0,0.0,16.0,4.0,5.0,5,4,14.0,0.0,0.0,0.0,7892.0,4
20,2,13.0,201800017292,1.0,0,0.0,2.0,2.0,1.0,2.0,2,1,4.0,0.0,0.0,0.0,1974.0,1
20,2,21.0,1210800135188,5.0,0,0.0,21.0,26.0,24.0,6.0,6,6,21.0,0.0,0.0,0.0,11842.0,6
20,2,91.0,201800029683,2.0,0,0.0,1.0,1.0,1.0,0.0,3,1,0.0,3.0,3.0,1.0,1969.0,1
20,3,2.0,807200092581,4.0,0,0.0,6.0,19.0,21.0,2.0,8,6,23.0,1.0,4.0,2.0,7932.0,4
20,3,3.0,2623400357960,6.0,0,1.0,17.0,31.0,175.0,25.0,34,19,42.0,19.0,35.0,12.0,25690.0,13
20,3,11.0,4036000466730,23.0,0,28.0,26.0,58.0,133.0,26.0,26,28,62.0,0.0,0.0,0.0,39404.0,20
20,3,12.0,403600064208,2.0,0,0.0,4.0,16.0,18.0,3.0,3,2,8.0,0.0,0.0,0.0,3960.0,2
20,3,13.0,403600044188,1.0,0,0.0,6.0,4.0,2.0,2.0,2,3,4.0,0.0,0.0,0.0,3965.0,2
20,3,21.0,3027000312572,12.0,0,4.0,20.0,51.0,120.0,17.0,17,17,52.0,0.0,0.0,0.0,29717.0,15
20,3,31.0,201800003200,2.0,0,0.0,0.0,6.0,2.0,9.0,2,2,2.0,0.0,0.0,0.0,2016.0,1
20,3,41.0,201800010698,0.0,0,0.0,9.0,7.0,23.0,1.0,1,1,5.0,0.0,0.0,0.0,1960.0,1
20,3,91.0,201800029682,1.0,0,0.0,2.0,1.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,1993.0,1
20,3,93.0,201800019447,2.0,0,13.0,0.0,5.0,15.0,1.0,1,1,4.0,0.0,0.0,0.0,1961.0,1
20,4,2.0,1412600098621,1.0,0,0.0,6.0,18.0,56.0,22.0,12,10,33.0,0.0,0.0,0.0,13930.0,7
20,4,3.0,4439600630993,17.0,0,27.0,32.0,58.0,182.0,14.0,52,26,75.0,45.0,64.0,22.0,43631.0,22
20,4,11.0,17153002765079,86.0,0,137.0,129.0,249.0,597.0,127.0,110,108,234.0,0.0,0.0,0.0,168432.0,85
20,4,12.0,403600071382,3.0,0,0.0,4.0,9.0,11.0,7.0,4,3,4.0,0.0,0.0,0.0,3942.0,2
20,4,13.0,1614400364320,8.0,0,32.0,12.0,30.0,34.0,14.0,11,9,28.0,0.0,0.0,0.0,15904.0,8
20,4,21.0,3228800380647,21.0,0,0.0,39.0,51.0,125.0,17.0,17,17,41.0,0.0,0.0,0.0,31628.0,16
20,4,23.0,403600043241,1.0,0,0.0,2.0,3.0,0.0,2.0,2,3,0.0,0.0,0.0,0.0,3945.0,2
20,4,31.0,403600048159,2.0,0,3.0,2.0,4.0,32.0,4.0,4,3,9.0,0.0,0.0,0.0,4035.0,2
20,4,41.0,201800031147,2.0,0,0.0,0.0,5.0,15.0,3.0,2,1,4.0,0.0,0.0,0.0,1968.0,1
20,4,93.0,1412600241133,6.0,0,13.0,12.0,19.0,69.0,8.0,8,7,19.0,0.0,0.0,0.0,13839.0,7
21,1,2.0,7264800422767,33.0,0,20.0,54.0,122.0,255.0,36.0,36,36,160.0,0.0,0.0,0.0,71077.0,36
21,1,3.0,2825200204480,8.0,0,0.0,29.0,48.0,122.0,14.0,14,14,50.0,0.0,0.0,0.0,27578.0,14
21,1,11.0,15135001213656,90.0,0,20.0,96.0,275.0,574.0,109.0,90,84,292.0,0.0,0.0,0.0,148442.0,75
21,1,12.0,5045000329107,29.0,0,1.0,37.0,87.0,190.0,28.0,27,28,104.0,0.0,0.0,0.0,49504.0,25
21,1,13.0,3228800317022,14.0,0,0.0,29.0,60.0,134.0,16.0,16,19,48.0,0.0,0.0,0.0,31602.0,16
21,1,21.0,201800017832,2.0,0,0.0,2.0,6.0,15.0,2.0,2,2,5.0,0.0,0.0,0.0,1961.0,1
21,1,22.0,201800011768,1.0,0,0.0,2.0,7.0,17.0,1.0,1,1,5.0,0.0,0.0,0.0,1973.0,1
21,1,42.0,403600024112,3.0,0,0.0,4.0,10.0,10.0,2.0,2,2,8.0,0.0,0.0,0.0,3964.0,2
21,1,91.0,2219800198370,7.0,0,0.0,17.0,44.0,83.0,11.0,11,11,41.0,0.0,0.0,0.0,21720.0,11
21,1,92.0,6255800424721,29.0,0,0.0,65.0,146.0,273.0,32.0,32,31,139.0,0.0,0.0,0.0,61353.0,31
21,1,93.0,2219800164437,9.0,0,0.0,23.0,54.0,113.0,11.0,11,11,43.0,0.0,0.0,0.0,21675.0,11
21,2,2.0,2623400166072,7.0,0,20.0,5.0,42.0,35.0,17.0,20,15,76.0,7.0,8.0,2.0,25614.0,13
21,2,3.0,201800021643,2.0,0,0.0,2.0,6.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,2002.0,1
21,2,11.0,807200049462,4.0,0,6.0,8.0,6.0,16.0,5.0,5,6,6.0,0.0,0.0,0.0,7826.0,4
21,2,12.0,1210800073817,8.0,0,21.0,4.0,18.0,31.0,9.0,7,6,32.0,0.0,0.0,0.0,11842.0,6
21,2,21.0,3632400227565,14.0,0,0.0,34.0,89.0,154.0,18.0,18,20,52.0,0.0,0.0,0.0,35614.0,18
21,2,22.0,201800018448,2.0,0,0.0,2.0,8.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,1946.0,1
21,2,91.0,201800002994,1.0,0,0.0,0.0,7.0,15.0,1.0,1,1,4.0,0.0,0.0,0.0,1951.0,1
21,2,92.0,201800000587,0.0,0,0.0,0.0,9.0,13.0,1.0,1,1,4.0,0.0,0.0,0.0,1968.0,1
21,3,2.0,2018000170179,6.0,0,19.0,23.0,29.0,43.0,13.0,14,11,53.0,3.0,5.0,1.0,19766.0,10
21,3,3.0,605400048854,3.0,0,0.0,11.0,12.0,30.0,4.0,4,4,14.0,0.0,0.0,0.0,5951.0,3
21,3,11.0,10090000696066,53.0,0,12.0,76.0,165.0,356.0,86.0,63,73,199.0,0.0,0.0,0.0,98555.0,50
21,3,12.0,2018000176672,14.0,0,36.0,8.0,28.0,64.0,16.0,12,11,47.0,0.0,0.0,0.0,19778.0,10
21,3,13.0,1614400220145,7.0,0,24.0,10.0,26.0,49.0,9.0,9,11,18.0,0.0,0.0,0.0,15764.0,8
21,3,21.0,13117000873207,64.0,0,0.0,130.0,299.0,644.0,72.0,72,70,255.0,0.0,0.0,0.0,128635.0,65
21,3,22.0,201800011516,0.0,0,0.0,2.0,3.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,1981.0,1
21,3,41.0,201800010700,2.0,0,1.0,1.0,1.0,2.0,0.0,3,1,4.0,6.0,4.0,1.0,1964.0,1
21,3,92.0,1009000057932,5.0,0,0.0,3.0,9.0,6.0,9.0,9,6,28.0,0.0,1.0,1.0,9893.0,5
21,4,2.0,1816200117529,10.0,0,26.0,7.0,41.0,37.0,19.0,14,11,40.0,2.0,1.0,3.0,17867.0,9
21,4,3.0,605400049267,3.0,0,0.0,0.0,21.0,17.0,4.0,4,3,13.0,0.0,0.0,0.0,5956.0,3
21,4,11.0,6659400483086,29.0,0,14.0,46.0,108.0,233.0,54.0,41,48,130.0,0.0,0.0,0.0,65348.0,33
21,4,12.0,1210800086471,8.0,0,13.0,4.0,16.0,57.0,6.0,6,6,27.0,0.0,0.0,0.0,11855.0,6
21,4,13.0,1009000093044,4.0,0,12.0,8.0,14.0,53.0,9.0,7,6,25.0,0.0,0.0,0.0,9933.0,5
21,4,21.0,4641400296321,20.0,0,0.0,33.0,95.0,173.0,27.0,27,27,82.0,0.0,0.0,0.0,45536.0,23
21,4,91.0,605400087592,2.0,0,8.0,6.0,6.0,35.0,3.0,3,3,9.0,0.0,0.0,0.0,5972.0,3
21,4,92.0,403600021242,2.0,0,13.0,2.0,15.0,38.0,2.0,2,2,5.0,0.0,0.0,0.0,3907.0,2
30,1,2.0,201800004610,1.0,0,0.0,2.0,1.0,23.0,1.0,1,1,4.0,0.0,0.0,0.0,1978.0,1
30,1,3.0,6054000921635,29.0,0,23.0,44.0,71.0,138.0,31.0,58,37,137.0,27.0,40.0,15.0,59415.0,30
30,1,11.0,302094649462193,1658.0,0,343.0,2891.0,3772.0,9471.0,1674.0,1605,1976,5205.0,0.0,0.0,0.0,2959336.0,1497
30,1,12.0,2018000373993,11.0,0,0.0,21.0,15.0,72.0,10.0,10,12,9.0,0.0,0.0,0.0,19786.0,10
30,1,13.0,26234004322806,174.0,0,32.0,236.0,406.0,786.0,137.0,133,166,390.0,0.0,0.0,0.0,255033.0,130
30,1,21.0,79912814845461,431.0,0,126.0,616.0,992.0,2475.0,465.0,462,430,1385.0,0.0,0.0,0.0,789225.0,396
30,1,22.0,403600076853,3.0,0,0.0,2.0,2.0,33.0,2.0,2,3,8.0,0.0,0.0,0.0,3984.0,2
30,1,23.0,6054000903636,30.0,0,6.0,62.0,72.0,166.0,32.0,32,32,80.0,0.0,0.0,0.0,59739.0,30
30,1,31.0,605400036274,3.0,0,0.0,6.0,5.0,29.0,13.0,6,4,15.0,0.0,0.0,0.0,6048.0,3
30,1,33.0,201800010366,2.0,0,0.0,2.0,1.0,0.0,3.0,2,2,0.0,0.0,0.0,0.0,2016.0,1
30,1,92.0,1412600104560,4.0,0,0.0,13.0,22.0,53.0,7.0,10,8,31.0,2.0,3.0,1.0,13914.0,7
30,1,93.0,2421600471159,17.0,0,2.0,19.0,31.0,90.0,14.0,13,17,25.0,0.0,0.0,0.0,23697.0,12
30,2,3.0,605400086199,4.0,0,0.0,4.0,3.0,2.0,1.0,7,4,5.0,7.0,6.0,2.0,5851.0,3
30,2,21.0,5045000554398,23.0,0,86.0,24.0,46.0,144.0,26.0,26,31,66.0,0.0,0.0,0.0,49502.0,25
30,2,22.0,403600090439,3.0,0,20.0,0.0,2.0,1.0,2.0,2,2,10.0,0.0,0.0,0.0,3942.0,2
30,2,23.0,1009000173426,3.0,0,22.0,4.0,5.0,17.0,6.0,6,5,19.0,0.0,0.0,0.0,9936.0,5
30,3,2.0,201800016205,1.0,0,0.0,0.0,9.0,1.0,1.0,1,1,5.0,0.0,0.0,0.0,1998.0,1
30,3,3.0,11502601735057,60.0,0,49.0,65.0,108.0,306.0,29.0,128,77,204.0,93.0,101.0,47.0,112929.0,57
30,3,11.0,605400068284,4.0,0,26.0,6.0,12.0,37.0,4.0,4,5,10.0,0.0,0.0,0.0,5890.0,3
30,3,13.0,201800043726,2.0,0,0.0,2.0,1.0,0.0,1.0,1,1,5.0,0.0,0.0,0.0,1996.0,1
30,3,21.0,120272816195550,606.0,0,1019.0,927.0,1470.0,3214.0,647.0,647,674,2001.0,0.0,0.0,0.0,1185936.0,596
30,3,22.0,3027000463814,16.0,0,39.0,18.0,27.0,76.0,16.0,16,15,56.0,0.0,0.0,0.0,29903.0,15
30,3,23.0,5246800890344,30.0,0,18.0,44.0,44.0,178.0,29.0,29,28,78.0,0.0,0.0,0.0,51699.0,26
